,Height,ConTime,Txs,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,510894034.0,0.0,1289.240624,0.0,394.4721718551227,0.0,2.585733729208696
1,2.0,2707354048.0,0.0,4102.410488,0.0,0.0,0.0,0.0
2,3.0,2032459078.0,0.0,2906.869492,0.0,0.0,0.0,0.0
3,4.0,702693227.0,0.0,1914.6055,0.0,0.0,0.0,0.0
4,5.0,401797252.0,0.0,1417.338422,0.0,0.0,0.0,0.0
5,6.0,606177117.0,0.0,1717.668029,0.0,0.0,0.0,0.0
6,7.0,2310165040.0,0.0,3700.378834,0.0,0.0,0.0,0.0
7,8.0,201507146.0,0.0,1433.855061,0.0,0.0,0.0,0.0
8,9.0,2228423436.0,0.0,2956.962334,0.0,0.0,0.0,0.0
9,10.0,802443731.0,0.0,2038.43445,0.0,0.0,0.0,0.0
10,11.0,2214893442.0,0.0,3317.474431,0.0,0.0,0.0,0.0
11,12.0,502250691.0,0.0,1748.942904,0.0,0.0,0.0,0.0
12,13.0,2208003372.0,0.0,3493.275579,0.0,0.0,0.0,0.0
13,14.0,211221604.0,0.0,1508.659276,0.0,0.0,0.0,0.0
14,15.0,2228676018.0,0.0,5666.93027,0.0,0.0,0.0,0.0
15,16.0,1495720.0,0.0,1135.226499,0.0,0.0,0.0,0.0
16,17.0,2406087704.0,0.0,3861.183132,0.0,0.0,0.0,0.0
17,18.0,2113905310.0,0.0,3059.9995,0.0,0.0,0.0,0.0
18,19.0,2606444401.0,0.0,3747.927049,0.0,0.0,0.0,0.0
19,20.0,2406468796.0,0.0,3391.152304,0.0,0.0,0.0,0.0
20,21.0,2469839731.0,0.0,3201.30554,0.0,0.0,0.0,0.0
21,22.0,902714899.0,0.0,1746.454328,0.0,0.0,0.0,0.0
22,23.0,2606831070.0,0.0,4064.97309,0.0,0.0,0.0,0.0
23,24.0,201381371.0,0.0,1621.117471,0.0,0.0,0.0,0.0
24,25.0,101220147.0,0.0,1100.265745,0.0,0.0,0.0,0.0
25,26.0,602029161.0,0.0,1929.388297,0.0,0.0,0.0,0.0
26,27.0,130120812.0,0.0,3596.750977,0.0,0.0,0.0,0.0
27,28.0,1362073.0,0.0,1031.197571,0.0,0.0,0.0,0.0
