,Height,ConTime,Txs,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,1313277542.0,0.0,7556.311907,0.0,271.45779223675703,0.0,6.704541376409091
1,2.0,213607603.0,0.0,6350.468357,0.0,0.0,0.0,0.0
2,3.0,463679514.0,0.0,6365.729949,0.0,0.0,0.0,0.0
3,4.0,604511326.0,0.0,6521.182941,0.0,0.0,0.0,0.0
4,5.0,504255707.0,0.0,6782.479614,0.0,0.0,0.0,0.0
5,6.0,221794027.0,0.0,6395.792981,0.0,0.0,0.0,0.0
6,7.0,304859753.0,0.0,6025.062118,0.0,0.0,0.0,0.0
7,8.0,911233162.0,0.0,7166.970835,0.0,0.0,0.0,0.0
8,9.0,264903377.0,0.0,6649.079962,0.0,0.0,0.0,0.0
9,10.0,105624400.0,0.0,6040.980856,0.0,0.0,0.0,0.0
10,11.0,602722076.0,0.0,6987.733554,0.0,0.0,0.0,0.0
11,12.0,204427681.0,0.0,6389.834041,0.0,0.0,0.0,0.0
12,13.0,305510757.0,0.0,6257.108094,0.0,0.0,0.0,0.0
13,14.0,710189217.0,0.0,6732.397377,0.0,0.0,0.0,0.0
14,15.0,508785131.0,0.0,6803.955289,0.0,0.0,0.0,0.0
15,16.0,402012142.0,0.0,6724.991194,0.0,0.0,0.0,0.0
16,17.0,312320933.0,0.0,7022.846139,0.0,0.0,0.0,0.0
17,18.0,303117107.0,0.0,6798.256675,0.0,0.0,0.0,0.0
18,19.0,210739687.0,0.0,6548.593991,0.0,0.0,0.0,0.0
19,20.0,389508143.0,0.0,6581.133812,0.0,0.0,0.0,0.0
20,21.0,209037886.0,0.0,5868.197287,0.0,0.0,0.0,0.0
21,22.0,1003285928.0,0.0,7324.211293,0.0,0.0,0.0,0.0
22,23.0,304813487.0,0.0,6477.729118,0.0,0.0,0.0,0.0
23,24.0,510916109.0,0.0,6759.729803,0.0,0.0,0.0,0.0
24,25.0,395345598.0,0.0,6909.837017,0.0,0.0,0.0,0.0
25,26.0,305321720.0,0.0,6636.018951,0.0,0.0,0.0,0.0
26,27.0,301858638.0,0.0,6613.180286,0.0,0.0,0.0,0.0
27,28.0,510316407.0,0.0,6814.768915,0.0,0.0,0.0,0.0
28,29.0,205538491.0,0.0,6234.813546,0.0,0.0,0.0,0.0
29,30.0,910384258.0,0.0,7500.91258,0.0,0.0,0.0,0.0
30,31.0,303547297.0,0.0,6898.642846,0.0,0.0,0.0,0.0
31,32.0,211337939.0,0.0,6741.042401,0.0,0.0,0.0,0.0
32,33.0,205199178.0,0.0,6807.378771,0.0,0.0,0.0,0.0
33,34.0,114551440.0,0.0,7099.702778,0.0,0.0,0.0,0.0
34,35.0,206859139.0,0.0,6774.664289,0.0,0.0,0.0,0.0
35,36.0,405845932.0,0.0,7006.107169,0.0,0.0,0.0,0.0
36,37.0,113758698.0,0.0,6664.596342,0.0,0.0,0.0,0.0
37,38.0,103237667.0,0.0,6535.76296,0.0,0.0,0.0,0.0
38,39.0,305711238.0,0.0,6720.778492,0.0,0.0,0.0,0.0
39,40.0,307992273.0,0.0,6415.033447,0.0,0.0,0.0,0.0
40,41.0,501913252.0,0.0,7310.583232,0.0,0.0,0.0,0.0
41,42.0,103383664.0,0.0,6518.456071,0.0,0.0,0.0,0.0
42,43.0,510241228.0,0.0,6750.96955,0.0,0.0,0.0,0.0
43,44.0,603918250.0,0.0,6915.793732,0.0,0.0,0.0,0.0
44,45.0,406118914.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
