,Height,ConTime,Txs,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,2438534458.0,0.0,8146.514691,0.0,269.25007739673254,0.0,6.0167113624
1,2.0,46571245.0,0.0,5789.447385,0.0,0.0,0.0,0.0
2,3.0,139878155.0,0.0,5710.071682,0.0,0.0,0.0,0.0
3,4.0,326640333.0,0.0,4485.119858,0.0,0.0,0.0,0.0
4,5.0,1517962468.0,0.0,7184.6617,0.0,0.0,0.0,0.0
5,6.0,162676374.0,0.0,5560.171263,0.0,0.0,0.0,0.0
6,7.0,441548824.0,0.0,6294.766328,0.0,0.0,0.0,0.0
7,8.0,44639699.0,0.0,5826.28445,0.0,0.0,0.0,0.0
8,9.0,4955724.0,0.0,5717.42716,0.0,0.0,0.0,0.0
9,10.0,111564299.0,0.0,5983.608552,0.0,0.0,0.0,0.0
10,11.0,257319440.0,0.0,5688.062639,0.0,0.0,0.0,0.0
11,12.0,220071755.0,0.0,5414.061988,0.0,0.0,0.0,0.0
12,13.0,617701951.0,0.0,6362.956021,0.0,0.0,0.0,0.0
13,14.0,162742487.0,0.0,5905.781645,0.0,0.0,0.0,0.0
14,15.0,165249858.0,0.0,6160.04423,0.0,0.0,0.0,0.0
15,16.0,62663871.0,0.0,5722.013256,0.0,0.0,0.0,0.0
16,17.0,102051879.0,0.0,5910.259977,0.0,0.0,0.0,0.0
17,18.0,37629434.0,0.0,5775.693803,0.0,0.0,0.0,0.0
18,19.0,208911112.0,0.0,6125.147401,0.0,0.0,0.0,0.0
19,20.0,388942567.0,0.0,4665.549878,0.0,0.0,0.0,0.0
20,21.0,1635566908.0,0.0,7585.040769,0.0,0.0,0.0,0.0
21,22.0,1346899.0,0.0,5790.49649,0.0,0.0,0.0,0.0
22,23.0,9683652.0,0.0,5984.837994,0.0,0.0,0.0,0.0
23,24.0,220048900.0,0.0,6091.163968,0.0,0.0,0.0,0.0
24,25.0,13796466.0,0.0,6380.143475,0.0,0.0,0.0,0.0
25,26.0,1358640.0,0.0,5497.532253,0.0,0.0,0.0,0.0
26,27.0,105064690.0,0.0,5893.82698,0.0,0.0,0.0,0.0
27,28.0,103798466.0,0.0,5963.032696,0.0,0.0,0.0,0.0
28,29.0,227318498.0,0.0,5916.733201,0.0,0.0,0.0,0.0
29,30.0,312408499.0,0.0,6248.10489,0.0,0.0,0.0,0.0
30,31.0,7366371.0,0.0,5756.275053,0.0,0.0,0.0,0.0
31,32.0,262838448.0,0.0,6059.403527,0.0,0.0,0.0,0.0
32,33.0,108244548.0,0.0,6006.067509,0.0,0.0,0.0,0.0
33,34.0,239207571.0,0.0,5940.650493,0.0,0.0,0.0,0.0
34,35.0,224930567.0,0.0,6100.153924,0.0,0.0,0.0,0.0
35,36.0,233178935.0,0.0,6365.87603,0.0,0.0,0.0,0.0
36,37.0,11262272.0,0.0,5729.415714,0.0,0.0,0.0,0.0
37,38.0,114538688.0,0.0,6381.588626,0.0,0.0,0.0,0.0
38,39.0,321513381.0,0.0,5859.43491,0.0,0.0,0.0,0.0
39,40.0,425067754.0,0.0,5975.200737,0.0,0.0,0.0,0.0
40,41.0,413932533.0,0.0,6317.158909,0.0,0.0,0.0,0.0
41,42.0,316777607.0,0.0,5877.052968,0.0,0.0,0.0,0.0
42,43.0,331720469.0,0.0,6280.933273,0.0,0.0,0.0,0.0
43,44.0,132291984.0,0.0,6172.532229,0.0,0.0,0.0,0.0
44,45.0,12162851.0,0.0,6031.281025,0.0,0.0,0.0,0.0
45,46.0,108284874.0,0.0,5916.782567,0.0,0.0,0.0,0.0
46,47.0,110298962.0,0.0,6140.360858,0.0,0.0,0.0,0.0
47,48.0,121675429.0,0.0,6395.084243,0.0,0.0,0.0,0.0
48,49.0,31340239.0,0.0,5585.356489,0.0,0.0,0.0,0.0
49,50.0,218816646.0,0.0,6166.402413,0.0,0.0,0.0,0.0
50,51.0,250788298.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
