,Height,ConTime,Txs,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,29942354.0,0.0,4882.1078,0.0,271.66644755333374,0.0,5.226998080877194
1,2.0,305604988.0,0.0,4951.311593,0.0,0.0,0.0,0.0
2,3.0,404765071.0,0.0,4724.683552,0.0,0.0,0.0,0.0
3,4.0,811871900.0,0.0,5560.631478,0.0,0.0,0.0,0.0
4,5.0,306895609.0,0.0,4608.32637,0.0,0.0,0.0,0.0
5,6.0,706553804.0,0.0,5475.946764,0.0,0.0,0.0,0.0
6,7.0,301669749.0,0.0,4815.636291,0.0,0.0,0.0,0.0
7,8.0,605077575.0,0.0,5252.604165,0.0,0.0,0.0,0.0
8,9.0,301750164.0,0.0,5285.746783,0.0,0.0,0.0,0.0
9,10.0,204615758.0,0.0,5093.094782,0.0,0.0,0.0,0.0
10,11.0,307430677.0,0.0,4982.763419,0.0,0.0,0.0,0.0
11,12.0,303470652.0,0.0,5375.465285,0.0,0.0,0.0,0.0
12,13.0,263938326.0,0.0,3482.299664,0.0,0.0,0.0,0.0
13,14.0,1907461973.0,0.0,6942.477635,0.0,0.0,0.0,0.0
14,15.0,60301164.0,0.0,4914.529704,0.0,0.0,0.0,0.0
15,16.0,406007353.0,0.0,4721.076952,0.0,0.0,0.0,0.0
16,17.0,813944069.0,0.0,4892.223172,0.0,0.0,0.0,0.0
17,18.0,1203563352.0,0.0,6265.888976,0.0,0.0,0.0,0.0
18,19.0,112141690.0,0.0,4924.72587,0.0,0.0,0.0,0.0
19,20.0,403703740.0,0.0,5149.326207,0.0,0.0,0.0,0.0
20,21.0,404394863.0,0.0,5352.540265,0.0,0.0,0.0,0.0
21,22.0,106151016.0,0.0,5391.940747,0.0,0.0,0.0,0.0
22,23.0,304268945.0,0.0,5103.854809,0.0,0.0,0.0,0.0
23,24.0,412425126.0,0.0,5244.260906,0.0,0.0,0.0,0.0
24,25.0,432257460.0,0.0,5550.189755,0.0,0.0,0.0,0.0
25,26.0,6623467.0,0.0,4929.176379,0.0,0.0,0.0,0.0
26,27.0,206080383.0,0.0,5290.091773,0.0,0.0,0.0,0.0
27,28.0,201673101.0,0.0,5227.607451,0.0,0.0,0.0,0.0
28,29.0,248063824.0,0.0,5720.393193,0.0,0.0,0.0,0.0
29,30.0,1256007.0,0.0,4712.778921,0.0,0.0,0.0,0.0
30,31.0,219321157.0,0.0,5060.637681,0.0,0.0,0.0,0.0
31,32.0,409435443.0,0.0,5350.094746,0.0,0.0,0.0,0.0
32,33.0,401911719.0,0.0,5457.769322,0.0,0.0,0.0,0.0
33,34.0,103431171.0,0.0,5091.154926,0.0,0.0,0.0,0.0
34,35.0,320344959.0,0.0,5077.432048,0.0,0.0,0.0,0.0
35,36.0,504830941.0,0.0,5508.733173,0.0,0.0,0.0,0.0
36,37.0,302038699.0,0.0,5359.554748,0.0,0.0,0.0,0.0
37,38.0,201580926.0,0.0,5270.466619,0.0,0.0,0.0,0.0
38,39.0,301764301.0,0.0,5598.524037,0.0,0.0,0.0,0.0
39,40.0,13806485.0,0.0,4565.932282,0.0,0.0,0.0,0.0
40,41.0,606900602.0,0.0,5457.795132,0.0,0.0,0.0,0.0
41,42.0,407822807.0,0.0,5392.508948,0.0,0.0,0.0,0.0
42,43.0,307221084.0,0.0,5263.388827,0.0,0.0,0.0,0.0
43,44.0,713801888.0,0.0,5457.354805,0.0,0.0,0.0,0.0
44,45.0,598212145.0,0.0,4231.42275,0.0,0.0,0.0,0.0
45,46.0,1707137459.0,0.0,6469.590117,0.0,0.0,0.0,0.0
46,47.0,408288362.0,0.0,5263.206452,0.0,0.0,0.0,0.0
47,48.0,502371443.0,0.0,5566.929521,0.0,0.0,0.0,0.0
48,49.0,202374454.0,0.0,5261.016481,0.0,0.0,0.0,0.0
49,50.0,115784569.0,0.0,5460.900982,0.0,0.0,0.0,0.0
50,51.0,107935718.0,0.0,5082.513499,0.0,0.0,0.0,0.0
51,52.0,307143888.0,0.0,5232.17307,0.0,0.0,0.0,0.0
52,53.0,406062586.0,0.0,5316.749804,0.0,0.0,0.0,0.0
53,54.0,502281324.0,0.0,5615.347401,0.0,0.0,0.0,0.0
54,55.0,209594523.0,0.0,4174.614165,0.0,0.0,0.0,0.0
55,56.0,1312099693.0,0.0,6177.131292,0.0,0.0,0.0,0.0
56,57.0,506963248.0,0.0,5352.247121,0.0,0.0,0.0,0.0
57,58.0,505978102.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
