,nodeNum,nodeIndex,blocksize,TotalHeights,Throughput,Overhead,Latency
287,16.0,6.0,1600.0,50.0,269.4112653862822,0.9111609938338459,6.0131115811999996
288,16.0,7.0,1600.0,50.0,270.97925642476844,0.9110156937330487,5.9783173862600005
289,16.0,8.0,1600.0,50.0,270.8505559951344,0.9228734148773794,5.98115811152
290,16.0,9.0,1600.0,50.0,270.4051999847694,0.9285761300005293,5.99100904898
291,16.0,10.0,1600.0,50.0,270.42685636395214,0.9163692998735173,5.99052927576
292,16.0,11.0,1600.0,50.0,270.8871145759705,0.924360936183994,5.9803509020200005
293,16.0,12.0,1600.0,50.0,271.2286381150654,0.9307598544605069,5.9728206108999995
294,16.0,13.0,1600.0,50.0,271.37989485054754,0.9181888978016575,5.96949158998
295,16.0,14.0,1600.0,50.0,271.52435474487413,0.9281654416238316,5.96631562396
296,16.0,15.0,1600.0,50.0,272.9741087949408,0.916582522867191,5.93462877176
297,16.0,16.0,1600.0,50.0,273.2445041585083,0.932337830018702,5.9287560238
298,16.0,1.0,1800.0,44.0,268.50612189660586,0.9158297756733468,6.778243963840909
299,16.0,2.0,1800.0,44.0,269.1296201059268,0.9266498983126733,6.762540664545455
300,16.0,3.0,1800.0,44.0,269.7512752242148,0.9211021394502071,6.746956056045455
301,16.0,4.0,1800.0,44.0,269.5231578111981,0.9124725423289711,6.752666504727273
302,16.0,5.0,1800.0,44.0,270.340610897974,0.9693816528818815,6.732247863
303,16.0,6.0,1800.0,44.0,270.754190471449,0.9273703948358177,6.721964291045455
304,16.0,7.0,1800.0,44.0,270.4666160211707,0.9281475471479328,6.729111439977273
305,16.0,8.0,1800.0,44.0,271.15811363339606,0.9207213235619094,6.711951103409091
306,16.0,9.0,1800.0,44.0,271.6319266410619,0.9192651498674667,6.700243312727273
307,16.0,10.0,1800.0,44.0,271.45779223675703,0.9392626277471438,6.704541376409091
308,16.0,11.0,1800.0,44.0,272.8057132314909,0.9261288763390827,6.671414533227273
309,16.0,12.0,1800.0,44.0,271.75360794118825,0.9211065887713875,6.697243189477273
310,16.0,13.0,1800.0,45.0,272.86065540135047,0.9436119196928074,6.670071202911111
311,16.0,14.0,1800.0,46.0,278.23989222379186,0.9402947588069827,6.541118117369565
312,16.0,15.0,1800.0,44.0,273.99999018670815,0.9287924323663783,6.642336004318182
313,16.0,16.0,1800.0,45.0,274.37328292431306,0.9281321481813629,6.633298915266667
314,16.0,1.0,2000.0,40.0,268.83628785751495,0.9117448288436493,7.513866584375
315,16.0,2.0,2000.0,40.0,268.8215098535065,0.914017025519314,7.514279646375
316,16.0,3.0,2000.0,40.0,269.58950495795483,0.9221593812040454,7.4928732864250005
