,Height,ConTime,Txs,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,1719590513.0,0.0,4494.24376,0.0,265.14984589259046,0.0,3.0925908979489796
1,2.0,125009515.0,0.0,3065.791163,0.0,0.0,0.0,0.0
2,3.0,119569714.0,0.0,2824.197385,0.0,0.0,0.0,0.0
3,4.0,166697306.0,0.0,5283.543629,0.0,0.0,0.0,0.0
4,5.0,27139227.0,0.0,2278.293267,0.0,0.0,0.0,0.0
5,6.0,36923085.0,0.0,1311.784289,0.0,0.0,0.0,0.0
6,7.0,132357410.0,0.0,3025.417384,0.0,0.0,0.0,0.0
7,8.0,128981383.0,0.0,3152.198522,0.0,0.0,0.0,0.0
8,9.0,80101871.0,0.0,2672.48711,0.0,0.0,0.0,0.0
9,10.0,48040429.0,0.0,2658.817353,0.0,0.0,0.0,0.0
10,11.0,322629398.0,0.0,3042.683669,0.0,0.0,0.0,0.0
11,12.0,205301410.0,0.0,2970.003291,0.0,0.0,0.0,0.0
12,13.0,211751818.0,0.0,3220.235614,0.0,0.0,0.0,0.0
13,14.0,101470069.0,0.0,2823.283042,0.0,0.0,0.0,0.0
14,15.0,230624226.0,0.0,3033.100462,0.0,0.0,0.0,0.0
15,16.0,329438513.0,0.0,3127.512022,0.0,0.0,0.0,0.0
16,17.0,104232031.0,0.0,2912.503588,0.0,0.0,0.0,0.0
17,18.0,34352918.0,0.0,2587.40275,0.0,0.0,0.0,0.0
18,19.0,535048136.0,0.0,3311.883542,0.0,0.0,0.0,0.0
19,20.0,229639745.0,0.0,5204.56159,0.0,0.0,0.0,0.0
20,21.0,8886235.0,0.0,1173.423488,0.0,0.0,0.0,0.0
21,22.0,57256763.0,0.0,2969.865482,0.0,0.0,0.0,0.0
22,23.0,117684846.0,0.0,2914.39097,0.0,0.0,0.0,0.0
23,24.0,140176248.0,0.0,2889.770949,0.0,0.0,0.0,0.0
24,25.0,328949452.0,0.0,3350.489508,0.0,0.0,0.0,0.0
25,26.0,36962796.0,0.0,2839.477674,0.0,0.0,0.0,0.0
26,27.0,224422543.0,0.0,3087.687679,0.0,0.0,0.0,0.0
27,28.0,114167792.0,0.0,2693.740635,0.0,0.0,0.0,0.0
28,29.0,426047110.0,0.0,3238.6672,0.0,0.0,0.0,0.0
29,30.0,107892252.0,0.0,2929.643673,0.0,0.0,0.0,0.0
30,31.0,102877402.0,0.0,2984.779317,0.0,0.0,0.0,0.0
31,32.0,238115833.0,0.0,3018.476232,0.0,0.0,0.0,0.0
32,33.0,213092553.0,0.0,3031.43079,0.0,0.0,0.0,0.0
33,34.0,251726916.0,0.0,3082.456176,0.0,0.0,0.0,0.0
34,35.0,171103325.0,0.0,3181.10972,0.0,0.0,0.0,0.0
35,36.0,203793998.0,0.0,2235.775133,0.0,0.0,0.0,0.0
36,37.0,1042236000.0,0.0,3877.888635,0.0,0.0,0.0,0.0
37,38.0,212391039.0,0.0,3586.439213,0.0,0.0,0.0,0.0
38,39.0,104393368.0,0.0,2934.291659,0.0,0.0,0.0,0.0
39,40.0,125574218.0,0.0,2957.700478,0.0,0.0,0.0,0.0
40,41.0,145130672.0,0.0,2954.558679,0.0,0.0,0.0,0.0
41,42.0,419491198.0,0.0,3229.258739,0.0,0.0,0.0,0.0
42,43.0,147402041.0,0.0,3181.442538,0.0,0.0,0.0,0.0
43,44.0,86134362.0,0.0,2921.623406,0.0,0.0,0.0,0.0
44,45.0,204287579.0,0.0,3199.947191,0.0,0.0,0.0,0.0
45,46.0,171989403.0,0.0,2479.155364,0.0,0.0,0.0,0.0
46,47.0,618240279.0,0.0,3499.424704,0.0,0.0,0.0,0.0
47,48.0,9485909.0,0.0,2741.414717,0.0,0.0,0.0,0.0
48,49.0,320960792.0,0.0,3511.16488,0.0,0.0,0.0,0.0
49,50.0,1344924.0,0.0,3034.048594,0.0,0.0,0.0,0.0
50,51.0,23725941.0,0.0,2852.631739,0.0,0.0,0.0,0.0
51,52.0,277112749.0,0.0,2203.343108,0.0,0.0,0.0,0.0
52,53.0,1085709465.0,0.0,4087.071187,0.0,0.0,0.0,0.0
53,54.0,194838149.0,0.0,3079.276039,0.0,0.0,0.0,0.0
54,55.0,3561941.0,0.0,2958.756427,0.0,0.0,0.0,0.0
55,56.0,121228610.0,0.0,3026.462984,0.0,0.0,0.0,0.0
56,57.0,12041530.0,0.0,3262.607189,0.0,0.0,0.0,0.0
57,58.0,3710215.0,0.0,2915.921601,0.0,0.0,0.0,0.0
58,59.0,103409750.0,0.0,3097.122169,0.0,0.0,0.0,0.0
59,60.0,13454403.0,0.0,3014.025106,0.0,0.0,0.0,0.0
60,61.0,224728496.0,0.0,3239.892668,0.0,0.0,0.0,0.0
61,62.0,328762486.0,0.0,3015.992983,0.0,0.0,0.0,0.0
62,63.0,413418503.0,0.0,3441.156501,0.0,0.0,0.0,0.0
63,64.0,107616536.0,0.0,3030.290677,0.0,0.0,0.0,0.0
64,65.0,321271908.0,0.0,3226.547578,0.0,0.0,0.0,0.0
65,66.0,229108752.0,0.0,2756.433098,0.0,0.0,0.0,0.0
66,67.0,510352712.0,0.0,3524.86707,0.0,0.0,0.0,0.0
67,68.0,213351505.0,0.0,5410.436678,0.0,0.0,0.0,0.0
68,69.0,7552418.0,0.0,1795.484311,0.0,0.0,0.0,0.0
69,70.0,37115234.0,0.0,2596.859529,0.0,0.0,0.0,0.0
70,71.0,41393060.0,0.0,2818.878085,0.0,0.0,0.0,0.0
71,72.0,74407947.0,0.0,2856.416425,0.0,0.0,0.0,0.0
72,73.0,122197331.0,0.0,3037.623966,0.0,0.0,0.0,0.0
73,74.0,220763492.0,0.0,3230.005498,0.0,0.0,0.0,0.0
74,75.0,218091872.0,0.0,3378.279455,0.0,0.0,0.0,0.0
75,76.0,445220256.0,0.0,3323.908713,0.0,0.0,0.0,0.0
76,77.0,116009366.0,0.0,3147.646568,0.0,0.0,0.0,0.0
77,78.0,1399766.0,0.0,3230.145253,0.0,0.0,0.0,0.0
78,79.0,89187700.0,0.0,2976.669498,0.0,0.0,0.0,0.0
79,80.0,248150156.0,0.0,3283.35489,0.0,0.0,0.0,0.0
80,81.0,105628390.0,0.0,3043.224853,0.0,0.0,0.0,0.0
81,82.0,104111263.0,0.0,3075.372472,0.0,0.0,0.0,0.0
82,83.0,137163821.0,0.0,3159.749582,0.0,0.0,0.0,0.0
83,84.0,249976103.0,0.0,5355.317411,0.0,0.0,0.0,0.0
84,85.0,8278046.0,0.0,1148.929418,0.0,0.0,0.0,0.0
