,Height,ConTime,Txs,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,2208661806.0,0.0,5500.259603,0.0,370.5762181815556,0.0,3.8318702882987012
1,2.0,303773289.0,0.0,3428.342884,0.0,0.0,0.0,0.0
2,3.0,204106321.0,0.0,3457.545822,0.0,0.0,0.0,0.0
3,4.0,403204685.0,0.0,3717.579275,0.0,0.0,0.0,0.0
4,5.0,113394046.0,0.0,3404.372579,0.0,0.0,0.0,0.0
5,6.0,309018571.0,0.0,3500.149895,0.0,0.0,0.0,0.0
6,7.0,306332759.0,0.0,3461.822352,0.0,0.0,0.0,0.0
7,8.0,502513028.0,0.0,3430.496582,0.0,0.0,0.0,0.0
8,9.0,502128858.0,0.0,3969.75312,0.0,0.0,0.0,0.0
9,10.0,105005482.0,0.0,3071.310116,0.0,0.0,0.0,0.0
10,11.0,651412655.0,0.0,5265.000831,0.0,0.0,0.0,0.0
11,12.0,4229163.0,0.0,2447.038067,0.0,0.0,0.0,0.0
12,13.0,3739602.0,0.0,3129.346095,0.0,0.0,0.0,0.0
13,14.0,502994856.0,0.0,3610.770823,0.0,0.0,0.0,0.0
14,15.0,501978829.0,0.0,3485.776443,0.0,0.0,0.0,0.0
15,16.0,305693749.0,0.0,2766.720936,0.0,0.0,0.0,0.0
16,17.0,1303623285.0,0.0,4720.460748,0.0,0.0,0.0,0.0
17,18.0,109165157.0,0.0,3294.428566,0.0,0.0,0.0,0.0
18,19.0,304653610.0,0.0,3614.593044,0.0,0.0,0.0,0.0
19,20.0,209382067.0,0.0,3324.673033,0.0,0.0,0.0,0.0
20,21.0,401978482.0,0.0,2863.826287,0.0,0.0,0.0,0.0
21,22.0,1139922691.0,0.0,5807.043834,0.0,0.0,0.0,0.0
22,23.0,13951056.0,0.0,3194.673017,0.0,0.0,0.0,0.0
23,24.0,3642222.0,0.0,2805.969196,0.0,0.0,0.0,0.0
24,25.0,313336156.0,0.0,2992.569479,0.0,0.0,0.0,0.0
25,26.0,1006264000.0,0.0,4519.378808,0.0,0.0,0.0,0.0
26,27.0,102011195.0,0.0,3265.969172,0.0,0.0,0.0,0.0
27,28.0,403476306.0,0.0,3614.774657,0.0,0.0,0.0,0.0
28,29.0,406356611.0,0.0,3036.094164,0.0,0.0,0.0,0.0
29,30.0,1008518509.0,0.0,4999.881343,0.0,0.0,0.0,0.0
30,31.0,303989607.0,0.0,3838.969562,0.0,0.0,0.0,0.0
31,32.0,702430934.0,0.0,4189.677104,0.0,0.0,0.0,0.0
32,33.0,360839217.0,0.0,2591.943873,0.0,0.0,0.0,0.0
33,34.0,1515958579.0,0.0,5169.557332,0.0,0.0,0.0,0.0
34,35.0,2976528.0,0.0,3396.606922,0.0,0.0,0.0,0.0
35,36.0,402192404.0,0.0,3618.141295,0.0,0.0,0.0,0.0
36,37.0,215684873.0,0.0,3428.065567,0.0,0.0,0.0,0.0
37,38.0,602095022.0,0.0,4104.714937,0.0,0.0,0.0,0.0
38,39.0,204743014.0,0.0,3730.054147,0.0,0.0,0.0,0.0
39,40.0,504799180.0,0.0,3751.186077,0.0,0.0,0.0,0.0
40,41.0,602202153.0,0.0,4034.035974,0.0,0.0,0.0,0.0
41,42.0,201731039.0,0.0,3544.489031,0.0,0.0,0.0,0.0
42,43.0,303422971.0,0.0,4075.934713,0.0,0.0,0.0,0.0
43,44.0,285323812.0,0.0,2400.067177,0.0,0.0,0.0,0.0
44,45.0,1515017462.0,0.0,4657.592178,0.0,0.0,0.0,0.0
45,46.0,504302260.0,0.0,3922.529521,0.0,0.0,0.0,0.0
46,47.0,304695352.0,0.0,3647.350532,0.0,0.0,0.0,0.0
47,48.0,407790181.0,0.0,3757.620711,0.0,0.0,0.0,0.0
48,49.0,305459229.0,0.0,3735.072873,0.0,0.0,0.0,0.0
49,50.0,302900362.0,0.0,4086.762302,0.0,0.0,0.0,0.0
50,51.0,2519996.0,0.0,3371.272227,0.0,0.0,0.0,0.0
51,52.0,506515760.0,0.0,3377.236329,0.0,0.0,0.0,0.0
52,53.0,806507210.0,0.0,4448.534584,0.0,0.0,0.0,0.0
53,54.0,302695208.0,0.0,3701.644955,0.0,0.0,0.0,0.0
54,55.0,378058158.0,0.0,5381.560053,0.0,0.0,0.0,0.0
55,56.0,1068345.0,0.0,1915.849272,0.0,0.0,0.0,0.0
56,57.0,504870973.0,0.0,4085.949857,0.0,0.0,0.0,0.0
57,58.0,102240019.0,0.0,3158.170458,0.0,0.0,0.0,0.0
58,59.0,707928186.0,0.0,4051.688887,0.0,0.0,0.0,0.0
59,60.0,424523467.0,0.0,3772.235566,0.0,0.0,0.0,0.0
60,61.0,716241247.0,0.0,4111.262859,0.0,0.0,0.0,0.0
