,Height,ConTime,Txs,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,1460010051.0,0.0,2257.651074,0.0,349.36885995214135,0.0,1.77462868352071
1,2.0,806174434.0,0.0,2262.478748,0.0,0.0,0.0,0.0
2,3.0,103485458.0,0.0,1539.303145,0.0,0.0,0.0,0.0
3,4.0,301675166.0,0.0,1496.120804,0.0,0.0,0.0,0.0
4,5.0,301822679.0,0.0,1553.596647,0.0,0.0,0.0,0.0
5,6.0,708993493.0,0.0,1789.448035,0.0,0.0,0.0,0.0
6,7.0,502043633.0,0.0,2017.80292,0.0,0.0,0.0,0.0
7,8.0,104086769.0,0.0,1030.407143,0.0,0.0,0.0,0.0
8,9.0,603805246.0,0.0,2027.010686,0.0,0.0,0.0,0.0
9,10.0,103040253.0,0.0,1407.061211,0.0,0.0,0.0,0.0
10,11.0,208065529.0,0.0,1300.306006,0.0,0.0,0.0,0.0
11,12.0,674925177.0,0.0,1624.6212,0.0,0.0,0.0,0.0
12,13.0,705305416.0,0.0,1812.724128,0.0,0.0,0.0,0.0
13,14.0,604837435.0,0.0,1752.93728,0.0,0.0,0.0,0.0
14,15.0,402436590.0,0.0,1624.297478,0.0,0.0,0.0,0.0
15,16.0,301751083.0,0.0,1728.396786,0.0,0.0,0.0,0.0
16,17.0,206084283.0,0.0,1251.020021,0.0,0.0,0.0,0.0
17,18.0,301594032.0,0.0,1686.44507,0.0,0.0,0.0,0.0
18,19.0,505864667.0,0.0,1779.631236,0.0,0.0,0.0,0.0
19,20.0,303221929.0,0.0,1664.281581,0.0,0.0,0.0,0.0
20,21.0,201405097.0,0.0,1443.403103,0.0,0.0,0.0,0.0
21,22.0,401929752.0,0.0,1780.020919,0.0,0.0,0.0,0.0
22,23.0,143679898.0,0.0,3545.630423,0.0,0.0,0.0,0.0
23,24.0,1127473.0,0.0,885.143972,0.0,0.0,0.0,0.0
24,25.0,202882657.0,0.0,596.884512,0.0,0.0,0.0,0.0
25,26.0,301641529.0,0.0,1402.831411,0.0,0.0,0.0,0.0
26,27.0,505875474.0,0.0,1670.28106,0.0,0.0,0.0,0.0
27,28.0,608680597.0,0.0,1793.11458,0.0,0.0,0.0,0.0
28,29.0,201364174.0,0.0,1962.474923,0.0,0.0,0.0,0.0
29,30.0,104586088.0,0.0,1766.735326,0.0,0.0,0.0,0.0
30,31.0,207458311.0,0.0,1420.618519,0.0,0.0,0.0,0.0
31,32.0,411625656.0,0.0,1408.172015,0.0,0.0,0.0,0.0
32,33.0,285300345.0,0.0,1781.550059,0.0,0.0,0.0,0.0
33,34.0,1201722.0,0.0,3742.95528,0.0,0.0,0.0,0.0
34,35.0,2618753.0,0.0,1027.223449,0.0,0.0,0.0,0.0
35,36.0,704775269.0,0.0,483.02621,0.0,0.0,0.0,0.0
36,37.0,2615045.0,0.0,950.978508,0.0,0.0,0.0,0.0
37,38.0,403433795.0,0.0,2275.995908,0.0,0.0,0.0,0.0
38,39.0,208979974.0,0.0,1205.876505,0.0,0.0,0.0,0.0
39,40.0,806034486.0,0.0,1759.058389,0.0,0.0,0.0,0.0
40,41.0,204360492.0,0.0,1010.622266,0.0,0.0,0.0,0.0
41,42.0,301648745.0,0.0,2206.189289,0.0,0.0,0.0,0.0
42,43.0,140780972.0,0.0,1504.138,0.0,0.0,0.0,0.0
43,44.0,5479126.0,0.0,1827.614392,0.0,0.0,0.0,0.0
44,45.0,296593.0,0.0,3439.86745,0.0,0.0,0.0,0.0
45,46.0,602291306.0,0.0,286.905795,0.0,0.0,0.0,0.0
